title,company,location,education,experience,skills,description
Project Manager,Dashen Bank,Bahir Dar,Diploma,10,"JavaScript, Teaching, Communication","We are looking for a Project Manager at Dashen Bank in Bahir Dar. Requirements: Diploma degree, 10 years experience, skills: JavaScript, Teaching, Communication."
Financial Analyst,Homegrown Ethiopia,Mekelle,Master's,0,"Ethical Hacking, Research, Machine Learning, Microsoft Office, Java, HTML, PyTorch, Data Analysis","We are looking for a Financial Analyst at Homegrown Ethiopia in Mekelle. Requirements: Master's degree, 0 years experience, skills: Ethical Hacking, Research, Machine Learning, Microsoft Office, Java, HTML, PyTorch, Data Analysis."
Civil Engineer,Ministry of Education,Jimma,High School,6,"Research, Pandas, Excel, Leadership, Django","We are looking for a Civil Engineer at Ministry of Education in Jimma. Requirements: High School degree, 6 years experience, skills: Research, Pandas, Excel, Leadership, Django."
Architect,Techno Serve,Adama,Master's,6,"Scikit-learn, Teamwork, Amharic, Microsoft Office, Docker, Pandas","We are looking for a Architect at Techno Serve in Adama. Requirements: Master's degree, 6 years experience, skills: Scikit-learn, Teamwork, Amharic, Microsoft Office, Docker, Pandas."
Architect,SOS Children's Villages,Bahir Dar,High School,8,"Oracle, Excel, PyTorch, Ethical Hacking, Linux","We are looking for a Architect at SOS Children's Villages in Bahir Dar. Requirements: High School degree, 8 years experience, skills: Oracle, Excel, PyTorch, Ethical Hacking, Linux."
Logistics Coordinator,Addis Ababa University,Addis Ababa,High School,0,"Scikit-learn, SQL, Java, Research, TensorFlow","We are looking for a Logistics Coordinator at Addis Ababa University in Addis Ababa. Requirements: High School degree, 0 years experience, skills: Scikit-learn, SQL, Java, Research, TensorFlow."
Teacher,Commercial Bank of Ethiopia,Jimma,Master's,2,"Scikit-learn, SQL, SAP","We are looking for a Teacher at Commercial Bank of Ethiopia in Jimma. Requirements: Master's degree, 2 years experience, skills: Scikit-learn, SQL, SAP."
Marketing Officer,Ministry of Education,Jimma,Master's,2,"HTML, Accounting, Django, Ethical Hacking, Research, JavaScript","We are looking for a Marketing Officer at Ministry of Education in Jimma. Requirements: Master's degree, 2 years experience, skills: HTML, Accounting, Django, Ethical Hacking, Research, JavaScript."
Administrative Assistant,Ethio Telecom,Mekelle,Bachelor's,7,"Research, Teamwork, Data Analysis, Project Management, Writing, Communication, Teaching, Pandas","We are looking for a Administrative Assistant at Ethio Telecom in Mekelle. Requirements: Bachelor's degree, 7 years experience, skills: Research, Teamwork, Data Analysis, Project Management, Writing, Communication, Teaching, Pandas."
Administrative Assistant,UNICEF Ethiopia,Bahir Dar,Master's,7,"Cybersecurity, Data Analysis, PyTorch, Pandas","We are looking for a Administrative Assistant at UNICEF Ethiopia in Bahir Dar. Requirements: Master's degree, 7 years experience, skills: Cybersecurity, Data Analysis, PyTorch, Pandas."
Software Developer,Commercial Bank of Ethiopia,Bahir Dar,Diploma,4,"Communication, Pandas, Project Management","We are looking for a Software Developer at Commercial Bank of Ethiopia in Bahir Dar. Requirements: Diploma degree, 4 years experience, skills: Communication, Pandas, Project Management."
Marketing Officer,Awash Bank,Dire Dawa,High School,0,"Pandas, CCNA, Git, Ethical Hacking, Sales, Django","We are looking for a Marketing Officer at Awash Bank in Dire Dawa. Requirements: High School degree, 0 years experience, skills: Pandas, CCNA, Git, Ethical Hacking, Sales, Django."
Logistics Coordinator,Commercial Bank of Ethiopia,Debre Zeit,Bachelor's,5,"Docker, Machine Learning, Scikit-learn, QuickBooks","We are looking for a Logistics Coordinator at Commercial Bank of Ethiopia in Debre Zeit. Requirements: Bachelor's degree, 5 years experience, skills: Docker, Machine Learning, Scikit-learn, QuickBooks."
Nurse,Ministry of Education,Hawassa,Bachelor's,9,"Python, Django, Sales, SQL, Ethical Hacking, Project Management, Teamwork","We are looking for a Nurse at Ministry of Education in Hawassa. Requirements: Bachelor's degree, 9 years experience, skills: Python, Django, Sales, SQL, Ethical Hacking, Project Management, Teamwork."
Civil Engineer,SOS Children's Villages,Jimma,Diploma,9,"Oracle, Sales, Leadership, PyTorch","We are looking for a Civil Engineer at SOS Children's Villages in Jimma. Requirements: Diploma degree, 9 years experience, skills: Oracle, Sales, Leadership, PyTorch."
Teacher,Ministry of Education,Jimma,Master's,4,"CCNA, Ethical Hacking, Writing, Data Analysis, Pandas, Flask","We are looking for a Teacher at Ministry of Education in Jimma. Requirements: Master's degree, 4 years experience, skills: CCNA, Ethical Hacking, Writing, Data Analysis, Pandas, Flask."
Tour Guide,SOS Children's Villages,Dire Dawa,Master's,3,"Ethical Hacking, SQL, English, Django, AWS, Communication","We are looking for a Tour Guide at SOS Children's Villages in Dire Dawa. Requirements: Master's degree, 3 years experience, skills: Ethical Hacking, SQL, English, Django, AWS, Communication."
Auditor,Techno Serve,Mekelle,Bachelor's,10,"Ethical Hacking, Cybersecurity, Oracle, Sales, Python, Teaching, CSS","We are looking for a Auditor at Techno Serve in Mekelle. Requirements: Bachelor's degree, 10 years experience, skills: Ethical Hacking, Cybersecurity, Oracle, Sales, Python, Teaching, CSS."
Accountant,Pathfinder International,Debre Zeit,High School,9,"CSS, Data Analysis, Scikit-learn, AWS, Research","We are looking for a Accountant at Pathfinder International in Debre Zeit. Requirements: High School degree, 9 years experience, skills: CSS, Data Analysis, Scikit-learn, AWS, Research."
Project Manager,Techno Serve,Hawassa,Bachelor's,10,"Oracle, Writing, PyTorch, Marketing, Cybersecurity","We are looking for a Project Manager at Techno Serve in Hawassa. Requirements: Bachelor's degree, 10 years experience, skills: Oracle, Writing, PyTorch, Marketing, Cybersecurity."
Teacher,Awash Bank,Jimma,High School,6,"Cisco, Project Management, Oracle, Cybersecurity","We are looking for a Teacher at Awash Bank in Jimma. Requirements: High School degree, 6 years experience, skills: Cisco, Project Management, Oracle, Cybersecurity."
Accountant,World Food Programme,Addis Ababa,Diploma,0,"AWS, Teaching, Cisco, SQL, Excel, Accounting","We are looking for a Accountant at World Food Programme in Addis Ababa. Requirements: Diploma degree, 0 years experience, skills: AWS, Teaching, Cisco, SQL, Excel, Accounting."
Civil Engineer,World Food Programme,Jimma,Bachelor's,2,"Java, Accounting, SAP, English, NumPy, Cisco, Networking, Writing","We are looking for a Civil Engineer at World Food Programme in Jimma. Requirements: Bachelor's degree, 2 years experience, skills: Java, Accounting, SAP, English, NumPy, Cisco, Networking, Writing."
Sales Representative,Addis Ababa University,Dire Dawa,Master's,10,"Cisco, Marketing, SQL, Research, Project Management","We are looking for a Sales Representative at Addis Ababa University in Dire Dawa. Requirements: Master's degree, 10 years experience, skills: Cisco, Marketing, SQL, Research, Project Management."
Graphic Designer,UNICEF Ethiopia,Addis Ababa,Master's,10,"Pandas, NumPy, Cybersecurity, Teaching, Customer Service, TensorFlow","We are looking for a Graphic Designer at UNICEF Ethiopia in Addis Ababa. Requirements: Master's degree, 10 years experience, skills: Pandas, NumPy, Cybersecurity, Teaching, Customer Service, TensorFlow."
Data Analyst,CARE Ethiopia,Mekelle,Master's,8,"Django, QuickBooks, Java, Microsoft Office, Flask, Communication, Cisco","We are looking for a Data Analyst at CARE Ethiopia in Mekelle. Requirements: Master's degree, 8 years experience, skills: Django, QuickBooks, Java, Microsoft Office, Flask, Communication, Cisco."
Logistics Coordinator,Ethiopian Shipping Lines,Mekelle,Master's,5,"PyTorch, JavaScript, Flask, Data Analysis","We are looking for a Logistics Coordinator at Ethiopian Shipping Lines in Mekelle. Requirements: Master's degree, 5 years experience, skills: PyTorch, JavaScript, Flask, Data Analysis."
Nurse,CARE Ethiopia,Debre Zeit,Master's,9,"Project Management, Java, QuickBooks, English, CSS, AWS, JavaScript, PyTorch","We are looking for a Nurse at CARE Ethiopia in Debre Zeit. Requirements: Master's degree, 9 years experience, skills: Project Management, Java, QuickBooks, English, CSS, AWS, JavaScript, PyTorch."
Tour Guide,UNICEF Ethiopia,Gondar,High School,9,"Research, Cybersecurity, Marketing, Python","We are looking for a Tour Guide at UNICEF Ethiopia in Gondar. Requirements: High School degree, 9 years experience, skills: Research, Cybersecurity, Marketing, Python."
Accountant,Ethiopian Shipping Lines,Bahir Dar,Bachelor's,8,"Communication, SQL, Microsoft Office, Linux, Excel, English","We are looking for a Accountant at Ethiopian Shipping Lines in Bahir Dar. Requirements: Bachelor's degree, 8 years experience, skills: Communication, SQL, Microsoft Office, Linux, Excel, English."
Electrician,Habesha Breweries,Debre Zeit,Master's,6,"Writing, Teamwork, Teaching, Data Analysis, Customer Service","We are looking for a Electrician at Habesha Breweries in Debre Zeit. Requirements: Master's degree, 6 years experience, skills: Writing, Teamwork, Teaching, Data Analysis, Customer Service."
Auditor,NIB Insurance,Adama,Bachelor's,4,"Microsoft Office, HTML, SQL, Pandas, CCNA, Linux","We are looking for a Auditor at NIB Insurance in Adama. Requirements: Bachelor's degree, 4 years experience, skills: Microsoft Office, HTML, SQL, Pandas, CCNA, Linux."
Accountant,CARE Ethiopia,Mekelle,High School,8,"Ethical Hacking, English, Scikit-learn, Amharic, Teaching, Pandas, Java, Docker","We are looking for a Accountant at CARE Ethiopia in Mekelle. Requirements: High School degree, 8 years experience, skills: Ethical Hacking, English, Scikit-learn, Amharic, Teaching, Pandas, Java, Docker."
Customer Service Officer,CARE Ethiopia,Addis Ababa,High School,9,"Scikit-learn, Docker, Customer Service, Django, English, Project Management","We are looking for a Customer Service Officer at CARE Ethiopia in Addis Ababa. Requirements: High School degree, 9 years experience, skills: Scikit-learn, Docker, Customer Service, Django, English, Project Management."
Architect,SOS Children's Villages,Hawassa,High School,3,"Writing, JavaScript, Flask, Teamwork, Cisco, Customer Service, Linux, Cybersecurity","We are looking for a Architect at SOS Children's Villages in Hawassa. Requirements: High School degree, 3 years experience, skills: Writing, JavaScript, Flask, Teamwork, Cisco, Customer Service, Linux, Cybersecurity."
Hotel Manager,CARE Ethiopia,Adama,Master's,6,"Research, QuickBooks, Django, Cisco, Pandas, Machine Learning, Java","We are looking for a Hotel Manager at CARE Ethiopia in Adama. Requirements: Master's degree, 6 years experience, skills: Research, QuickBooks, Django, Cisco, Pandas, Machine Learning, Java."
Graphic Designer,Commercial Bank of Ethiopia,Addis Ababa,Bachelor's,7,"Customer Service, Teamwork, English, Project Management, Amharic, Communication, Docker","We are looking for a Graphic Designer at Commercial Bank of Ethiopia in Addis Ababa. Requirements: Bachelor's degree, 7 years experience, skills: Customer Service, Teamwork, English, Project Management, Amharic, Communication, Docker."
Chef,SOS Children's Villages,Dire Dawa,Master's,1,"Java, Amharic, Machine Learning, Scikit-learn, Communication, Git, Cybersecurity","We are looking for a Chef at SOS Children's Villages in Dire Dawa. Requirements: Master's degree, 1 years experience, skills: Java, Amharic, Machine Learning, Scikit-learn, Communication, Git, Cybersecurity."
Tour Guide,SOS Children's Villages,Mekelle,High School,1,"JavaScript, Pandas, English","We are looking for a Tour Guide at SOS Children's Villages in Mekelle. Requirements: High School degree, 1 years experience, skills: JavaScript, Pandas, English."
Administrative Assistant,Pathfinder International,Gondar,Diploma,7,"NumPy, Oracle, Linux, Teaching, Data Analysis","We are looking for a Administrative Assistant at Pathfinder International in Gondar. Requirements: Diploma degree, 7 years experience, skills: NumPy, Oracle, Linux, Teaching, Data Analysis."
Hotel Manager,Ethiopian Shipping Lines,Adama,Bachelor's,5,"SQL, Cybersecurity, Networking, Teaching, Flask, Linux, PyTorch, JavaScript","We are looking for a Hotel Manager at Ethiopian Shipping Lines in Adama. Requirements: Bachelor's degree, 5 years experience, skills: SQL, Cybersecurity, Networking, Teaching, Flask, Linux, PyTorch, JavaScript."
Graphic Designer,UNICEF Ethiopia,Mekelle,Bachelor's,7,"TensorFlow, Cybersecurity, Amharic, HTML","We are looking for a Graphic Designer at UNICEF Ethiopia in Mekelle. Requirements: Bachelor's degree, 7 years experience, skills: TensorFlow, Cybersecurity, Amharic, HTML."
Software Developer,Techno Serve,Addis Ababa,Bachelor's,1,"TensorFlow, Python, PyTorch","We are looking for a Software Developer at Techno Serve in Addis Ababa. Requirements: Bachelor's degree, 1 years experience, skills: TensorFlow, Python, PyTorch."
Customer Service Officer,Ethiopian Airlines,Debre Zeit,High School,8,"SQL, QuickBooks, Amharic, Java, Oracle, Research","We are looking for a Customer Service Officer at Ethiopian Airlines in Debre Zeit. Requirements: High School degree, 8 years experience, skills: SQL, QuickBooks, Amharic, Java, Oracle, Research."
Chef,Oxfam GB,Mekelle,Bachelor's,1,"Pandas, SAP, Marketing, Docker","We are looking for a Chef at Oxfam GB in Mekelle. Requirements: Bachelor's degree, 1 years experience, skills: Pandas, SAP, Marketing, Docker."
Data Analyst,NIB Insurance,Mekelle,Diploma,10,"Docker, QuickBooks, Data Analysis","We are looking for a Data Analyst at NIB Insurance in Mekelle. Requirements: Diploma degree, 10 years experience, skills: Docker, QuickBooks, Data Analysis."
Sales Representative,Ethiopian Shipping Lines,Bahir Dar,High School,2,"SQL, Teamwork, QuickBooks, Flask, Communication, CCNA","We are looking for a Sales Representative at Ethiopian Shipping Lines in Bahir Dar. Requirements: High School degree, 2 years experience, skills: SQL, Teamwork, QuickBooks, Flask, Communication, CCNA."
